ID,Payed Status in April,Payed Status in May,Payed Status in June,Payed Status in July,Payed Status in August,Payed Status in September,Credit Limit,Average Bill Amount,Average Pay Amount,Sex,Education_Graduate School,Education_High School,Education_Others,Education_University,Marriage_Married,Marriage_Others,Marriage_Single,Age_Young Adult (20-27),Age_Adult (28-35),Age_Middle Aged (36-45),Age_Senior (46-80),Defaulted Payment
17092,0,1,1,1,1,1,30000,18478.5,1500.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17093,0,0,0,0,0,0,60000,57901.0,2075.0,0,0,0,0,1,0,0,1,1,0,0,0,1
17094,0,0,0,0,0,0,80000,78383.0,1980.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17095,0,0,0,0,0,0,230000,48988.5,1767.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17096,0,0,0,0,0,0,80000,71377.0,2400.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17097,0,0,0,0,0,0,70000,64056.0,2307.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17098,0,0,0,0,0,0,220000,39859.0,2600.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17099,0,0,0,0,0,0,50000,34607.0,3000.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17100,0,0,0,0,0,0,210000,21338.5,1151.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17101,0,1,1,1,1,1,60000,150.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,1
17102,0,0,0,0,1,1,30000,29414.0,1190.5,0,0,0,0,1,1,0,0,1,0,0,0,1
17103,0,1,0,0,0,0,50000,40468.0,2000.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17104,0,0,0,1,0,0,50000,27039.5,1250.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17105,0,0,0,0,0,0,80000,39760.0,2750.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17106,0,0,0,0,0,0,60000,57538.5,2450.0,0,0,1,0,0,1,0,0,1,0,0,0,1
17107,0,0,0,0,0,0,20000,16316.5,880.0,0,0,0,0,1,0,0,1,1,0,0,0,1
17108,0,0,0,0,0,0,50000,47590.0,825.0,0,0,1,0,0,1,0,0,1,0,0,0,0
17109,0,0,0,0,0,0,260000,18527.0,4500.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17110,0,0,0,0,0,0,170000,24160.5,1201.5,0,0,0,0,1,0,0,1,1,0,0,0,1
17111,0,0,0,0,0,0,20000,17787.5,1278.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17112,0,0,0,0,1,1,20000,19268.5,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17113,0,0,0,0,0,0,130000,1391.5,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17114,0,0,0,0,0,0,70000,69647.0,1907.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17115,0,0,0,0,0,0,120000,894.0,618.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17116,0,0,0,0,0,0,210000,330.0,330.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17117,0,0,0,0,0,0,50000,41972.0,2603.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17118,0,0,0,0,0,0,30000,22490.5,1454.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17119,0,0,0,0,0,0,150000,75160.0,2854.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17120,0,0,0,0,0,0,300000,118423.5,4000.0,0,0,1,0,0,0,0,1,1,0,0,0,0
17121,0,0,0,0,0,1,150000,0.0,349.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17122,1,1,1,1,1,1,30000,27869.5,1600.0,0,0,0,0,1,1,0,0,1,0,0,0,1
17123,0,0,0,0,0,0,50000,31412.5,1857.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17124,0,0,0,0,0,0,80000,80127.0,3150.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17125,0,0,0,0,0,0,80000,7661.0,4884.5,0,0,0,0,1,1,0,0,1,0,0,0,0
17126,0,0,0,0,0,1,60000,938.0,1417.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17127,0,0,0,0,0,0,200000,-1.5,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0
17128,0,0,0,0,0,0,280000,156507.0,6000.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17129,0,0,1,0,0,0,50000,48270.5,700.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17130,1,1,1,1,1,1,80000,25243.5,1150.0,0,0,0,0,1,0,0,1,1,0,0,0,1
17131,0,0,0,0,0,0,50000,6297.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17132,0,0,0,0,0,0,20000,19180.0,902.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17133,0,0,0,1,0,0,80000,34140.5,1551.5,0,1,0,0,0,0,0,1,1,0,0,0,1
17134,0,0,0,0,1,1,20000,15727.0,11.0,0,0,1,0,0,1,0,0,1,0,0,0,1
17135,0,0,0,0,0,0,110000,106763.5,4900.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17136,0,0,0,0,0,0,50000,-144.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17137,0,0,0,0,0,0,130000,95335.5,4750.0,0,0,1,0,0,0,0,1,1,0,0,0,1
17138,0,0,1,0,0,0,20000,5155.0,529.0,0,1,0,0,0,0,0,1,1,0,0,0,1
17139,0,0,0,0,0,1,130000,752.0,1250.0,0,0,0,0,1,0,0,1,1,0,0,0,1
17140,0,1,1,1,0,0,50000,45716.0,2100.0,0,0,1,0,0,0,0,1,1,0,0,0,1
17141,1,1,1,1,1,1,50000,35941.5,1550.0,0,0,0,0,1,0,0,1,1,0,0,0,1
17142,0,0,0,0,0,0,130000,174247.5,4438.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17143,1,1,1,1,0,0,80000,38180.5,1410.0,0,0,0,0,1,1,0,0,1,0,0,0,1
17144,0,0,0,0,0,0,230000,36424.5,4590.5,0,0,0,0,1,1,0,0,1,0,0,0,0
17145,0,0,0,0,0,0,500000,9271.0,9785.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17146,0,0,0,0,0,0,160000,124856.5,5200.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17147,0,0,0,0,0,0,150000,0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,1
17148,0,0,0,1,0,0,60000,48835.5,4873.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17149,1,1,1,1,1,1,50000,21730.0,700.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17150,0,0,0,0,0,0,10000,1761.0,1000.0,0,1,0,0,0,1,0,0,1,0,0,0,0
17151,0,0,0,0,0,0,140000,11977.5,832.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17152,0,0,0,0,0,0,180000,105966.0,2050.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17153,0,0,0,0,0,0,260000,88976.0,7015.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17154,0,0,1,1,1,1,90000,86432.5,4100.0,0,0,0,0,1,1,0,0,1,0,0,0,1
17155,0,0,0,1,1,1,20000,19644.0,396.5,0,0,0,0,1,1,0,0,0,1,0,0,1
17156,1,1,1,1,1,1,30000,10934.0,550.0,0,0,1,0,0,1,0,0,1,0,0,0,1
17157,0,0,0,0,0,0,420000,47049.0,48404.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17158,0,0,0,0,0,0,230000,326.0,326.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17159,0,0,0,0,0,0,90000,57100.5,2293.5,0,0,0,0,1,1,0,0,1,0,0,0,0
17160,0,0,0,1,1,1,210000,164334.0,4567.0,0,0,0,0,1,1,0,0,1,0,0,0,1
17161,0,0,0,0,0,0,230000,79412.0,4500.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17162,0,0,0,0,0,0,100000,76457.5,3003.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17163,0,0,0,0,0,0,20000,700.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0
17164,0,0,0,0,0,0,20000,20163.0,1450.0,0,0,1,0,0,0,0,1,1,0,0,0,0
17165,0,0,0,0,0,0,150000,40761.5,1667.0,0,0,1,0,0,0,0,1,1,0,0,0,0
17166,0,1,0,0,0,0,180000,13716.0,2000.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17167,0,0,0,0,0,0,20000,17627.5,1166.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17168,0,0,1,1,0,0,280000,2895.0,1260.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17169,0,0,0,0,0,0,50000,27008.0,701.0,0,0,1,0,0,0,0,1,1,0,0,0,0
17170,0,0,0,0,0,0,50000,27373.5,1600.0,0,0,1,0,0,0,0,1,1,0,0,0,0
17171,0,1,0,0,0,0,100000,9768.0,834.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17172,0,0,0,0,1,1,10000,6462.5,415.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17173,0,0,0,0,0,0,90000,72680.0,3081.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17174,0,0,0,0,0,0,120000,835.0,631.5,0,1,0,0,0,0,0,1,0,1,0,0,0
17175,0,0,0,1,1,1,250000,249368.0,5202.0,0,0,0,0,1,0,0,1,0,1,0,0,1
17176,0,0,0,0,0,0,180000,2913.5,4091.5,0,1,0,0,0,0,0,1,0,1,0,0,0
17177,0,0,0,0,0,0,350000,198481.0,7081.5,0,0,0,0,1,0,0,1,0,1,0,0,0
17178,1,0,0,0,0,0,250000,621.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17179,0,0,0,0,0,0,140000,91845.5,4514.5,0,0,0,0,1,1,0,0,0,1,0,0,0
17180,0,0,0,0,0,0,50000,20037.5,3016.5,0,1,0,0,0,0,0,1,1,0,0,0,1
17181,0,0,0,1,1,1,150000,145055.5,4000.0,0,1,0,0,0,0,0,1,1,0,0,0,1
17182,0,0,0,0,0,0,160000,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17183,0,0,0,0,0,0,130000,37257.5,6523.0,0,0,1,0,0,1,0,0,1,0,0,0,0
17184,0,0,0,0,0,0,340000,99316.0,6000.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17185,0,0,0,0,0,0,260000,24545.0,7500.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17186,0,0,0,0,0,0,110000,26778.5,1400.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17187,0,0,0,0,0,0,400000,6686.0,1250.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17188,1,1,1,0,0,0,70000,43984.0,1850.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17189,0,1,1,1,1,0,20000,13145.5,43.0,0,0,1,0,0,1,0,0,0,1,0,0,1
17190,0,1,0,0,1,1,60000,18784.0,1652.0,0,0,0,0,1,1,0,0,1,0,0,0,1
17191,0,1,1,1,1,1,80000,58862.0,2800.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17192,0,0,0,0,0,1,150000,108801.5,4002.5,0,0,0,0,1,1,0,0,0,1,0,0,0
17193,0,0,0,0,0,0,200000,21479.5,24541.0,0,0,0,1,0,0,0,1,0,1,0,0,0
17194,0,0,0,0,0,0,110000,316.0,734.0,0,1,0,0,0,0,0,1,0,1,0,0,1
17195,0,0,0,0,0,0,450000,43579.5,2564.5,0,0,0,0,1,0,0,1,0,1,0,0,0
17196,0,0,0,0,0,0,160000,19573.0,2702.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17197,1,1,0,0,0,0,150000,52863.5,2500.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17198,0,0,0,0,0,0,30000,30805.0,1788.0,0,1,0,0,0,1,0,0,1,0,0,0,0
17199,0,0,0,0,0,0,160000,1534.0,1548.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17200,0,0,0,0,0,0,140000,59978.0,5000.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17201,0,0,0,0,0,0,50000,646.0,646.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17202,1,0,0,0,1,1,390000,382155.5,13500.0,0,1,0,0,0,0,0,1,1,0,0,0,1
17203,0,0,0,0,0,0,300000,500.0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17204,0,1,1,1,1,1,50000,47201.5,1743.5,0,0,0,0,1,0,0,1,0,1,0,0,1
17205,0,0,0,0,0,0,70000,2294.0,12500.0,1,0,0,0,1,0,0,1,0,1,0,0,0
17206,0,0,1,0,0,0,170000,48444.5,4000.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17207,0,0,0,0,0,0,160000,-76.0,160.5,0,0,1,0,0,1,0,0,0,0,1,0,0
17208,1,1,1,1,1,1,50000,34588.0,1500.0,0,1,0,0,0,0,0,1,1,0,0,0,1
17209,0,0,1,1,1,1,50000,13983.5,3511.5,0,0,0,0,1,1,0,0,1,0,0,0,0
17210,0,0,0,0,0,0,90000,2365.0,1224.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17211,0,0,0,0,0,0,200000,5050.0,5050.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17212,0,0,0,0,0,0,20000,16217.0,885.5,0,0,0,0,1,0,0,1,1,0,0,0,0
17213,0,0,1,0,0,0,50000,5604.5,2240.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17214,1,1,0,0,1,1,50000,14479.5,1695.0,0,0,0,0,1,1,0,0,1,0,0,0,1
17215,0,0,0,0,0,0,60000,26928.5,1500.0,0,0,1,0,0,0,0,1,1,0,0,0,0
17216,0,0,0,0,0,0,30000,13757.0,900.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17217,0,0,0,1,1,0,360000,780.0,1752.5,0,0,1,0,0,0,0,1,0,1,0,0,0
17218,0,0,0,0,0,0,20000,18904.0,1392.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17219,1,1,1,1,0,0,30000,21853.5,2400.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17220,0,0,1,1,0,0,80000,47014.5,1771.0,0,0,0,0,1,0,0,1,1,0,0,0,1
17221,0,0,0,0,0,0,20000,17521.0,1300.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17222,0,0,0,0,0,0,70000,69877.5,2425.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17223,0,0,0,0,0,0,120000,108656.5,4100.0,0,1,0,0,0,0,0,1,1,0,0,0,0
17224,0,0,0,0,1,1,20000,17807.0,917.5,0,1,0,0,0,0,0,1,1,0,0,0,0
17225,0,0,1,0,0,0,20000,15357.5,1250.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17226,0,0,0,0,0,0,170000,32242.0,2340.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17227,0,0,0,0,0,0,130000,112529.0,3290.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17228,0,0,0,0,0,0,180000,171834.5,6350.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17229,0,0,0,0,0,0,240000,66678.5,2391.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17230,0,0,0,0,0,0,50000,50512.0,2000.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17231,1,1,1,1,1,1,100000,98606.0,3900.0,0,1,0,0,0,1,0,0,0,0,1,0,1
17232,0,0,1,1,0,0,80000,78122.0,2894.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17233,1,1,1,1,1,1,10000,9478.5,0.0,0,0,0,0,1,0,1,0,0,0,1,0,1
17234,0,0,0,0,0,0,50000,49835.0,2000.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17235,1,0,0,1,1,1,80000,23515.5,1295.5,0,0,0,0,1,1,0,0,0,1,0,0,1
17236,1,1,1,1,1,1,40000,24239.0,1300.0,0,0,1,0,0,1,0,0,0,0,1,0,1
17237,0,0,0,0,1,1,90000,90647.5,3270.0,0,0,0,0,1,1,0,0,0,0,1,0,1
17238,0,0,0,0,0,0,170000,61334.5,2249.5,0,0,1,0,0,1,0,0,0,0,1,0,0
17239,0,0,0,0,0,0,50000,49673.5,1394.0,0,0,1,0,0,0,0,1,0,0,0,1,0
17240,1,1,1,1,1,1,10000,2400.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1
17241,0,0,0,0,1,1,70000,68318.0,2750.0,0,0,1,0,0,1,0,0,0,1,0,0,0
17242,0,0,0,0,0,0,20000,15367.5,1639.5,0,0,0,0,1,0,0,1,0,0,1,0,0
17243,1,0,0,0,0,0,120000,5000.5,3701.0,0,0,0,0,1,0,0,1,0,0,1,0,0
17244,0,0,0,0,0,0,110000,104561.5,3960.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17245,1,1,1,1,1,1,50000,48434.5,1080.0,0,0,0,0,1,1,0,0,0,0,1,0,1
17246,0,0,0,1,0,0,110000,10723.5,850.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17247,0,0,0,0,1,1,50000,46594.5,378.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17248,1,1,1,1,1,1,360000,2500.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,1
17249,1,1,1,1,1,1,20000,17780.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1
17250,0,0,0,0,0,0,180000,83570.5,3100.0,0,1,0,0,0,1,0,0,0,0,1,0,1
17251,0,0,0,0,0,0,100000,100054.0,4250.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17252,0,1,0,0,1,1,20000,16129.0,500.0,0,0,1,0,0,1,0,0,0,0,1,0,1
17253,0,0,0,1,1,1,150000,134768.0,3000.0,0,0,1,0,0,1,0,0,0,0,1,0,0
17254,0,0,0,0,0,0,60000,27801.5,1358.0,0,0,0,0,1,1,0,0,1,0,0,0,0
17255,0,1,0,0,1,1,80000,27606.0,1300.0,0,1,0,0,0,0,0,1,0,1,0,0,1
17256,1,1,1,1,1,1,60000,21038.5,837.0,0,0,1,0,0,1,0,0,0,0,0,1,1
17257,0,0,0,0,0,1,20000,19075.0,856.5,0,0,1,0,0,1,0,0,0,0,1,0,1
17258,0,0,0,0,0,0,110000,110516.5,4934.0,0,0,0,0,1,0,0,1,0,1,0,0,1
17259,0,0,0,0,1,1,100000,77484.5,2846.5,0,0,1,0,0,1,0,0,0,0,1,0,0
17260,0,0,0,0,0,0,280000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17261,0,0,0,0,0,0,130000,123999.0,4259.0,0,0,1,0,0,0,0,1,0,0,1,0,0
17262,0,0,0,0,0,0,50000,47399.0,3000.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17263,0,0,0,0,0,0,60000,55064.5,2600.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17264,0,0,0,0,0,0,70000,44096.0,5000.0,0,0,1,0,0,1,0,0,0,1,0,0,0
17265,0,0,0,0,0,0,240000,83032.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1
17266,1,1,0,0,0,1,310000,149240.0,6300.0,0,0,0,0,1,0,0,1,0,1,0,0,1
17267,0,0,0,0,0,0,20000,19874.0,1150.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17268,0,0,0,0,0,0,50000,8807.0,1190.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17269,0,0,1,1,1,1,50000,16867.5,717.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17270,0,0,0,0,0,0,130000,105091.5,4000.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17271,0,0,0,0,0,0,230000,63918.5,2318.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17272,0,0,0,0,0,1,380000,6650.5,8435.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17273,0,0,0,0,0,0,160000,32276.5,3024.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17274,0,0,0,1,0,0,20000,20242.5,847.5,0,0,1,0,0,1,0,0,0,1,0,0,0
17275,0,0,0,0,0,0,150000,1920.0,500.0,0,1,0,0,0,0,0,1,0,1,0,0,1
17276,0,0,0,0,0,0,90000,1197.5,3055.5,0,1,0,0,0,0,0,1,0,1,0,0,0
17277,0,0,0,0,0,0,400000,-12.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0
17278,0,0,0,0,0,0,70000,67343.5,1915.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17279,1,1,1,1,1,1,50000,45470.0,1850.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17280,0,0,0,0,0,1,30000,5713.0,3967.5,0,0,0,0,1,1,0,0,0,1,0,0,0
17281,0,0,0,0,0,0,20000,18297.0,1307.5,0,0,0,0,1,1,0,0,0,0,1,0,0
17282,1,1,1,0,0,0,20000,16238.5,2500.0,0,0,1,0,0,0,0,1,0,0,1,0,1
17283,0,0,0,0,0,0,130000,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1
17284,0,0,0,0,0,0,80000,75127.5,3300.0,0,1,0,0,0,1,0,0,0,0,1,0,0
17285,0,0,0,0,0,0,360000,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1
17286,0,0,0,0,0,0,120000,975.0,580.0,0,0,1,0,0,0,1,0,0,0,0,1,0
17287,0,0,0,0,0,0,200000,185759.5,6639.5,0,0,1,0,0,1,0,0,0,0,1,0,0
17288,0,0,0,0,0,0,150000,7669.0,9205.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17289,0,0,0,0,0,0,50000,10104.0,1086.0,0,0,0,0,1,0,0,1,0,0,1,0,0
17290,0,0,0,0,1,1,170000,20069.5,1068.0,0,0,1,0,0,1,0,0,0,0,1,0,1
17291,0,0,0,0,0,0,230000,1365.0,975.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17292,0,0,0,0,0,0,50000,21996.5,1200.0,0,0,0,0,1,0,0,1,0,0,1,0,1
17293,0,0,0,0,0,0,280000,159510.0,4006.0,0,1,0,0,0,1,0,0,0,0,1,0,0
17294,0,0,0,0,0,0,50000,6613.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17295,0,1,1,1,1,1,30000,29894.0,1076.5,0,0,1,0,0,1,0,0,0,1,0,0,0
17296,0,0,0,0,0,0,360000,2588.0,5486.0,0,1,0,0,0,1,0,0,0,1,0,0,0
17297,0,0,0,0,0,0,400000,-515.5,851.5,0,0,0,0,1,0,0,1,0,1,0,0,1
17298,0,0,0,0,0,0,80000,95852.0,5000.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17299,0,0,0,0,0,0,150000,15071.0,3000.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17300,0,0,0,0,0,0,260000,59735.5,2200.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17301,0,0,0,0,0,0,110000,75901.5,2788.5,0,0,1,0,0,1,0,0,0,0,1,0,0
17302,0,0,0,0,0,0,50000,45716.5,1658.5,0,1,0,0,0,1,0,0,0,0,1,0,0
17303,0,0,0,0,0,0,300000,10602.0,5834.5,0,0,0,0,1,0,0,1,0,0,1,0,0
17304,0,0,1,0,0,1,20000,19422.0,915.0,0,0,0,0,1,1,0,0,0,0,1,0,1
17305,0,0,0,0,0,1,290000,148376.0,6110.0,0,0,0,0,1,0,0,1,0,0,1,0,1
17306,0,0,0,0,0,0,120000,538.0,894.5,0,0,0,0,1,1,0,0,0,0,1,0,0
17307,0,0,0,0,0,0,20000,110.5,111.5,0,0,0,0,1,0,0,1,0,0,1,0,0
17308,0,0,0,0,0,0,360000,-2.0,69.5,0,0,0,0,1,0,0,1,0,0,1,0,1
17309,0,0,0,0,0,0,150000,8020.5,9731.0,0,1,0,0,0,1,0,0,0,0,1,0,0
17310,0,0,0,0,1,1,100000,61534.0,3000.0,0,1,0,0,0,1,0,0,0,0,1,0,1
17311,0,0,0,0,0,0,170000,80691.5,3400.0,0,1,0,0,0,1,0,0,0,0,1,0,0
17312,0,0,0,0,0,1,200000,0.0,360.5,0,0,1,0,0,0,0,1,0,0,0,1,1
17313,0,0,0,0,0,0,60000,4600.0,4147.5,0,0,1,0,0,1,0,0,0,0,0,1,1
17314,0,0,0,0,0,0,80000,16324.5,1209.5,0,0,0,0,1,1,0,0,0,1,0,0,0
17315,0,0,0,0,1,1,40000,39276.5,1503.5,0,0,1,0,0,1,0,0,0,1,0,0,0
17316,0,0,0,0,1,1,50000,39857.0,1008.5,0,1,0,0,0,1,0,0,0,1,0,0,1
17317,0,1,0,0,1,1,50000,18585.5,752.0,0,0,1,0,0,0,0,1,0,0,1,0,1
17318,0,0,0,0,0,0,40000,18968.0,773.5,0,0,0,0,1,1,0,0,0,0,1,0,0
17319,1,1,1,1,1,1,120000,102007.0,5300.0,0,0,0,0,1,0,0,1,1,0,0,0,0
17320,1,1,1,1,1,1,200000,141589.0,2550.0,0,1,0,0,0,0,0,1,1,0,0,0,1
17321,0,0,0,1,0,0,30000,7481.0,2.5,0,0,0,0,1,0,0,1,0,1,0,0,0
17322,0,0,0,0,0,0,260000,53779.0,4000.0,0,0,0,1,0,1,0,0,0,1,0,0,0
17323,0,0,0,1,0,0,390000,85439.5,3429.5,0,0,0,0,1,0,0,1,0,1,0,0,0
17324,0,0,0,0,1,1,140000,103033.5,5000.0,0,1,0,0,0,1,0,0,0,1,0,0,1
17325,1,1,1,1,1,1,150000,77515.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17326,0,0,0,0,0,0,30000,27811.0,1271.0,0,0,1,0,0,1,0,0,0,1,0,0,0
17327,0,0,0,0,0,0,90000,80575.0,2169.0,0,0,0,0,1,0,1,0,0,0,1,0,0
17328,0,0,0,0,0,0,150000,31537.5,5500.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17329,0,0,1,0,0,0,30000,28617.5,2088.5,0,0,0,0,1,1,0,0,0,0,1,0,0
17330,0,0,0,0,0,0,200000,143010.0,5475.5,0,0,0,0,1,0,0,1,0,0,1,0,0
17331,0,0,0,0,0,0,30000,859.0,859.0,0,1,0,0,0,0,0,1,0,0,1,0,0
17332,1,0,0,0,0,0,30000,18347.5,1281.0,0,0,1,0,0,1,0,0,0,0,0,1,1
17333,0,0,0,0,0,0,50000,23888.0,2000.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17334,0,0,0,0,0,0,310000,23680.5,978.5,0,0,0,0,1,1,0,0,0,1,0,0,0
17335,0,0,0,0,0,1,500000,2750.0,2750.0,0,1,0,0,0,1,0,0,0,0,1,0,0
17336,0,0,0,0,0,0,500000,22871.5,18482.0,0,0,1,0,0,1,0,0,0,0,1,0,0
17337,0,0,0,0,0,0,300000,14979.5,1250.0,0,0,0,0,1,1,0,0,0,0,1,0,0
17338,0,0,0,0,0,0,430000,95082.5,4048.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17339,0,0,1,0,0,0,30000,1265.0,1092.5,0,1,0,0,0,1,0,0,0,1,0,0,0
17340,0,1,1,0,0,0,30000,27960.0,847.0,0,0,1,0,0,0,0,1,0,1,0,0,0
17341,0,0,0,0,0,0,200000,73474.0,5350.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17342,0,0,0,0,0,0,130000,122063.5,4411.5,0,0,1,0,0,1,0,0,0,1,0,0,0
17343,0,0,0,0,0,0,120000,163.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
17344,0,0,0,0,0,0,170000,261.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0
17345,0,0,0,0,0,0,210000,9451.0,11177.0,0,1,0,0,0,1,0,0,0,1,0,0,0
17346,0,0,0,0,0,0,130000,7860.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17347,0,0,0,0,0,0,420000,56667.0,2750.0,0,0,0,0,1,1,0,0,0,1,0,0,0
17348,0,0,0,0,0,0,180000,114159.0,4906.0,0,0,0,0,1,1,0,0,0,0,1,0,0
